GEO_ID,NAME,Total_Pop,Total_Pop_ME,Percent_Below_Poverty,Percent_Below_Poverty_ME
1400000US53033032103,"Census Tract 321.03, King County, Washington",5410,457,14.2,9.4
1400000US53033032104,"Census Tract 321.04, King County, Washington",6119,444,12.5,7
1400000US53033032203,"Census Tract 322.03, King County, Washington",8308,405,2.4,1.5
1400000US53033032207,"Census Tract 322.07, King County, Washington",3871,231,2.6,2.2
1400000US53033032208,"Census Tract 322.08, King County, Washington",9539,624,3.4,2
1400000US53033032210,"Census Tract 322.10, King County, Washington",15194,654,6.5,3.4
1400000US53033032211,"Census Tract 322.11, King County, Washington",5029,232,1.5,1.1
1400000US53033032212,"Census Tract 322.12, King County, Washington",8209,542,5.7,4.3
1400000US53033032213,"Census Tract 322.13, King County, Washington",4306,239,0.1,0.1
1400000US53033032214,"Census Tract 322.14, King County, Washington",6857,360,1.7,1.9
1400000US53033032215,"Census Tract 322.15, King County, Washington",5189,281,3.2,2.1
1400000US53033032307,"Census Tract 323.07, King County, Washington",6021,347,2.1,1.6
1400000US53033032309,"Census Tract 323.09, King County, Washington",8764,499,7.2,2.3
1400000US53033032311,"Census Tract 323.11, King County, Washington",5836,430,2.1,1.9
1400000US53033032313,"Census Tract 323.13, King County, Washington",6825,459,4.1,2.6
1400000US53033032315,"Census Tract 323.15, King County, Washington",5335,355,3.1,2.2
1400000US53033032316,"Census Tract 323.16, King County, Washington",5446,218,1.7,1
1400000US53033032317,"Census Tract 323.17, King County, Washington",6548,341,2.4,1.8
1400000US53033032318,"Census Tract 323.18, King County, Washington",7115,246,1.7,2.1
1400000US53033032319,"Census Tract 323.19, King County, Washington",5960,345,4.7,2.2
1400000US53033032320,"Census Tract 323.20, King County, Washington",4610,227,1.6,1
1400000US53033032321,"Census Tract 323.21, King County, Washington",6632,287,3.4,2.4
1400000US53033032322,"Census Tract 323.22, King County, Washington",3448,163,0.3,0.4
1400000US53033032323,"Census Tract 323.23, King County, Washington",6009,429,3.4,2.5
1400000US53033032324,"Census Tract 323.24, King County, Washington",6066,370,4.1,3.7
1400000US53033032325,"Census Tract 323.25, King County, Washington",6010,533,7.2,4
1400000US53033032326,"Census Tract 323.26, King County, Washington",3667,141,2.3,1.7
1400000US53033032327,"Census Tract 323.27, King County, Washington",4313,191,1.6,0.9
1400000US53033032328,"Census Tract 323.28, King County, Washington",3419,175,2,1.4
1400000US53033032329,"Census Tract 323.29, King County, Washington",8909,454,2.2,1.9
1400000US53033032401,"Census Tract 324.01, King County, Washington",6163,635,2.6,1.8
1400000US53033032402,"Census Tract 324.02, King County, Washington",7025,590,2.2,1.5
1400000US53033032500,"Census Tract 325, King County, Washington",5437,418,3.2,2
1400000US53033032601,"Census Tract 326.01, King County, Washington",3145,383,2.4,1.9
1400000US53033032602,"Census Tract 326.02, King County, Washington",14315,465,1.3,1.1
1400000US53033032702,"Census Tract 327.02, King County, Washington",6828,543,5.5,3.3
1400000US53033032703,"Census Tract 327.03, King County, Washington",2486,220,4,2.4
1400000US53033032704,"Census Tract 327.04, King County, Washington",7326,354,11.7,9
1400000US53033032800,"Census Tract 328, King County, Washington",2557,216,2.2,1.2
1400000US53033990100,"Census Tract 9901, King County, Washington",0,12,-,**
1400000US53035080101,"Census Tract 801.01, Kitsap County, Washington",3005,372,15.4,6.4
1400000US53035080102,"Census Tract 801.02, Kitsap County, Washington",5180,437,19.9,5.4
1400000US53035080200,"Census Tract 802, Kitsap County, Washington",3654,358,20.1,6.9
1400000US53035080300,"Census Tract 803, Kitsap County, Washington",3324,304,15.6,5.5
1400000US53035080400,"Census Tract 804, Kitsap County, Washington",3490,208,7.3,2.7
1400000US53035080500,"Census Tract 805, Kitsap County, Washington",2960,266,19,5.5
1400000US53035080600,"Census Tract 806, Kitsap County, Washington",5021,403,7.6,3.2
1400000US53035080700,"Census Tract 807, Kitsap County, Washington",3285,239,11.6,4.2
1400000US53035080800,"Census Tract 808, Kitsap County, Washington",2143,230,6.5,3.6
1400000US53035080900,"Census Tract 809, Kitsap County, Washington",4807,416,13.5,4.4
1400000US53035081000,"Census Tract 810, Kitsap County, Washington",4762,494,19.4,5.2
1400000US53035081100,"Census Tract 811, Kitsap County, Washington",2779,267,22.7,8.4
1400000US53035081200,"Census Tract 812, Kitsap County, Washington",2592,297,13.7,5.6
1400000US53035081400,"Census Tract 814, Kitsap County, Washington",91,43,30.8,23.5
1400000US53035090101,"Census Tract 901.01, Kitsap County, Washington",6492,684,11.7,6.1
1400000US53035090102,"Census Tract 901.02, Kitsap County, Washington",5973,470,6.1,3.9
1400000US53035090201,"Census Tract 902.01, Kitsap County, Washington",4722,282,1,0.7
1400000US53035090202,"Census Tract 902.02, Kitsap County, Washington",5297,377,4.2,1.9
1400000US53035090300,"Census Tract 903, Kitsap County, Washington",3748,312,11.5,6.5
1400000US53035090400,"Census Tract 904, Kitsap County, Washington",4925,293,7.8,3.5
1400000US53035090501,"Census Tract 905.01, Kitsap County, Washington",4131,351,12,4.7
1400000US53035090502,"Census Tract 905.02, Kitsap County, Washington",5071,313,5.8,2.8
1400000US53035090700,"Census Tract 907, Kitsap County, Washington",5045,403,3.7,2.6
1400000US53035090800,"Census Tract 908, Kitsap County, Washington",4106,249,4,2
1400000US53035090900,"Census Tract 909, Kitsap County, Washington",7761,486,4.9,2
1400000US53035091000,"Census Tract 910, Kitsap County, Washington",7419,432,2.1,1.2
1400000US53035091100,"Census Tract 911, Kitsap County, Washington",5149,269,3.7,1.9
1400000US53035091201,"Census Tract 912.01, Kitsap County, Washington",4508,419,6.1,3.2
1400000US53035091203,"Census Tract 912.03, Kitsap County, Washington",8070,517,2.3,1.5
1400000US53035091204,"Census Tract 912.04, Kitsap County, Washington",3462,260,13.9,4.9
1400000US53035091301,"Census Tract 913.01, Kitsap County, Washington",4238,309,3.3,2.1
1400000US53035091302,"Census Tract 913.02, Kitsap County, Washington",5767,447,2.5,1.6
1400000US53035091400,"Census Tract 914, Kitsap County, Washington",3596,262,5.5,2.9
1400000US53035091500,"Census Tract 915, Kitsap County, Washington",4289,268,5,2.5
1400000US53035091600,"Census Tract 916, Kitsap County, Washington",6768,511,6.5,3.2
1400000US53035091700,"Census Tract 917, Kitsap County, Washington",8293,648,5.2,3.3
1400000US53035091800,"Census Tract 918, Kitsap County, Washington",2904,226,1.3,0.8
1400000US53035091900,"Census Tract 919, Kitsap County, Washington",4458,362,8.7,6.4
1400000US53035092000,"Census Tract 920, Kitsap County, Washington",5157,440,6.6,3.5
1400000US53035092100,"Census Tract 921, Kitsap County, Washington",8289,612,9.4,4.2
1400000US53035092200,"Census Tract 922, Kitsap County, Washington",6376,448,19.9,6.4
1400000US53035092300,"Census Tract 923, Kitsap County, Washington",6263,485,10.6,4.4
1400000US53035092400,"Census Tract 924, Kitsap County, Washington",5947,528,9.4,5.2
1400000US53035092500,"Census Tract 925, Kitsap County, Washington",5297,333,9.2,3.9
1400000US53035092600,"Census Tract 926, Kitsap County, Washington",6390,651,11.5,4.5
1400000US53035092701,"Census Tract 927.01, Kitsap County, Washington",4672,271,3.2,1.8
1400000US53035092704,"Census Tract 927.04, Kitsap County, Washington",3178,291,4.2,3.5
1400000US53035092801,"Census Tract 928.01, Kitsap County, Washington",4503,284,6.4,2.9
1400000US53035092802,"Census Tract 928.02, Kitsap County, Washington",4292,265,10.1,4.3
1400000US53035092803,"Census Tract 928.03, Kitsap County, Washington",2909,311,13.5,7.6
1400000US53035092901,"Census Tract 929.01, Kitsap County, Washington",5562,399,11.4,6.2
1400000US53035092902,"Census Tract 929.02, Kitsap County, Washington",5425,394,13.4,4.8
1400000US53035940000,"Census Tract 9400, Kitsap County, Washington",3506,95,8.8,1.5
1400000US53035940100,"Census Tract 9401, Kitsap County, Washington",6221,192,7.3,1.2
1400000US53035990100,"Census Tract 9901, Kitsap County, Washington",0,12,-,**
1400000US53053060200,"Census Tract 602, Pierce County, Washington",2522,387,41.8,8
1400000US53053060300,"Census Tract 603, Pierce County, Washington",4715,345,6.4,2.4
1400000US53053060400,"Census Tract 604, Pierce County, Washington",4187,329,2,1.3
1400000US53053060500,"Census Tract 605, Pierce County, Washington",4164,251,5.5,2.6
1400000US53053060600,"Census Tract 606, Pierce County, Washington",5793,623,10.4,5.1
1400000US53053060700,"Census Tract 607, Pierce County, Washington",5765,430,9.2,4.7
1400000US53053060800,"Census Tract 608, Pierce County, Washington",5017,419,0.4,0.5
1400000US53053060903,"Census Tract 609.03, Pierce County, Washington",3349,241,10.7,5.7
1400000US53053060904,"Census Tract 609.04, Pierce County, Washington",4996,526,15.7,7.7
1400000US53053060905,"Census Tract 609.05, Pierce County, Washington",6847,472,7.3,2.9
1400000US53053060906,"Census Tract 609.06, Pierce County, Washington",2121,112,7,3.5
1400000US53053061001,"Census Tract 610.01, Pierce County, Washington",4247,427,6.5,2.5
1400000US53053061002,"Census Tract 610.02, Pierce County, Washington",4517,541,17.2,4.9
1400000US53053061100,"Census Tract 611, Pierce County, Washington",6195,495,9.8,4.1
1400000US53053061200,"Census Tract 612, Pierce County, Washington",5077,482,10.6,3.1
1400000US53053061300,"Census Tract 613, Pierce County, Washington",4956,454,22.3,6.4
1400000US53053061400,"Census Tract 614, Pierce County, Washington",2420,367,38.1,10.9
1400000US53053061500,"Census Tract 615, Pierce County, Washington",4874,350,15.3,4.9
1400000US53053061601,"Census Tract 616.01, Pierce County, Washington",1875,162,32.5,8.6
1400000US53053061602,"Census Tract 616.02, Pierce County, Washington",781,225,37.5,11.6
1400000US53053061700,"Census Tract 617, Pierce County, Washington",5482,764,21.3,10.6
1400000US53053061800,"Census Tract 618, Pierce County, Washington",2746,299,11,5.7
1400000US53053061900,"Census Tract 619, Pierce County, Washington",1701,171,28.2,13.2
1400000US53053062000,"Census Tract 620, Pierce County, Washington",4577,342,26,8.2
1400000US53053062300,"Census Tract 623, Pierce County, Washington",5797,372,8,2.6
1400000US53053062400,"Census Tract 624, Pierce County, Washington",6734,778,11.5,4.7
1400000US53053062500,"Census Tract 625, Pierce County, Washington",7350,678,7.6,4.4
1400000US53053062600,"Census Tract 626, Pierce County, Washington",3808,342,8.4,3.2
1400000US53053062801,"Census Tract 628.01, Pierce County, Washington",7005,516,28,7.9
1400000US53053062802,"Census Tract 628.02, Pierce County, Washington",4416,408,17,7.1
1400000US53053062900,"Census Tract 629, Pierce County, Washington",7586,579,14.7,5.3
1400000US53053063000,"Census Tract 630, Pierce County, Washington",3362,396,12.6,4.8
1400000US53053063100,"Census Tract 631, Pierce County, Washington",4507,449,17.7,6.8
1400000US53053063200,"Census Tract 632, Pierce County, Washington",5379,378,11.1,3.7
1400000US53053063300,"Census Tract 633, Pierce County, Washington",8609,696,17.6,5.6
1400000US53053063400,"Census Tract 634, Pierce County, Washington",7811,678,25.6,8.3
1400000US53053063501,"Census Tract 635.01, Pierce County, Washington",4335,339,27.6,8.2
1400000US53053063502,"Census Tract 635.02, Pierce County, Washington",4668,375,10.6,5.8
1400000US53053070100,"Census Tract 701, Pierce County, Washington",3776,416,9.2,5.7
1400000US53053070203,"Census Tract 702.03, Pierce County, Washington",8552,636,5.3,2.8
1400000US53053070204,"Census Tract 702.04, Pierce County, Washington",3559,315,5.4,2.7
1400000US53053070205,"Census Tract 702.05, Pierce County, Washington",3375,286,6.3,4.9
1400000US53053070206,"Census Tract 702.06, Pierce County, Washington",4202,310,5.5,2.5
1400000US53053070207,"Census Tract 702.07, Pierce County, Washington",5548,277,7.5,4.1
1400000US53053070307,"Census Tract 703.07, Pierce County, Washington",5504,337,3.5,2.3
1400000US53053070308,"Census Tract 703.08, Pierce County, Washington",4252,349,7.2,3.1
1400000US53053070309,"Census Tract 703.09, Pierce County, Washington",5551,378,4.4,3
1400000US53053070310,"Census Tract 703.10, Pierce County, Washington",5382,385,8.2,3.6
1400000US53053070311,"Census Tract 703.11, Pierce County, Washington",5142,335,3.5,2.7
1400000US53053070312,"Census Tract 703.12, Pierce County, Washington",6623,408,2.3,1.8
1400000US53053070313,"Census Tract 703.13, Pierce County, Washington",6301,325,3.9,1.8
1400000US53053070314,"Census Tract 703.14, Pierce County, Washington",3437,227,1.6,1.6
1400000US53053070315,"Census Tract 703.15, Pierce County, Washington",6220,374,3.5,2.2
1400000US53053070316,"Census Tract 703.16, Pierce County, Washington",5617,294,1.8,1.4
1400000US53053070401,"Census Tract 704.01, Pierce County, Washington",1917,187,5.9,5.7
1400000US53053070403,"Census Tract 704.03, Pierce County, Washington",3743,327,5.9,3.2
1400000US53053070404,"Census Tract 704.04, Pierce County, Washington",5271,288,10.5,3.9
1400000US53053070703,"Census Tract 707.03, Pierce County, Washington",6226,144,4.9,2.2
1400000US53053071100,"Census Tract 711, Pierce County, Washington",2492,181,8,5.7
1400000US53053071205,"Census Tract 712.05, Pierce County, Washington",5023,292,9.6,4.9
1400000US53053071206,"Census Tract 712.06, Pierce County, Washington",6691,545,9.2,5.4
1400000US53053071207,"Census Tract 712.07, Pierce County, Washington",6676,479,7.8,3.8
1400000US53053071208,"Census Tract 712.08, Pierce County, Washington",7939,737,8.8,4.5
1400000US53053071209,"Census Tract 712.09, Pierce County, Washington",3974,228,7,3.6
1400000US53053071210,"Census Tract 712.10, Pierce County, Washington",5531,360,4.8,2.4
1400000US53053071304,"Census Tract 713.04, Pierce County, Washington",6900,635,10.8,6.9
1400000US53053071305,"Census Tract 713.05, Pierce County, Washington",4002,378,10.3,5.3
1400000US53053071306,"Census Tract 713.06, Pierce County, Washington",6848,460,5.2,5
1400000US53053071307,"Census Tract 713.07, Pierce County, Washington",5129,360,11.1,4.6
1400000US53053071309,"Census Tract 713.09, Pierce County, Washington",4607,396,3.9,2.4
1400000US53053071310,"Census Tract 713.10, Pierce County, Washington",6010,487,6.9,6.5
1400000US53053071403,"Census Tract 714.03, Pierce County, Washington",4179,343,10.4,5
1400000US53053071406,"Census Tract 714.06, Pierce County, Washington",7903,632,8.9,6.5
1400000US53053071407,"Census Tract 714.07, Pierce County, Washington",7207,523,12.9,7.1
1400000US53053071408,"Census Tract 714.08, Pierce County, Washington",3798,401,11.2,4.9
1400000US53053071409,"Census Tract 714.09, Pierce County, Washington",4344,473,14,6.2
1400000US53053071410,"Census Tract 714.10, Pierce County, Washington",8445,541,9.5,4.6
1400000US53053071411,"Census Tract 714.11, Pierce County, Washington",6514,573,12.4,6.1
1400000US53053071503,"Census Tract 715.03, Pierce County, Washington",4986,411,10.2,5.7
1400000US53053071504,"Census Tract 715.04, Pierce County, Washington",4634,365,33.3,12.3
1400000US53053071505,"Census Tract 715.05, Pierce County, Washington",5410,404,10,4.7
1400000US53053071506,"Census Tract 715.06, Pierce County, Washington",5252,484,6.8,3.2
1400000US53053071601,"Census Tract 716.01, Pierce County, Washington",5160,455,13.4,6
1400000US53053071602,"Census Tract 716.02, Pierce County, Washington",8374,1067,19.5,6.4
1400000US53053071703,"Census Tract 717.03, Pierce County, Washington",4050,512,16.9,4.7
1400000US53053071704,"Census Tract 717.04, Pierce County, Washington",4705,491,23.9,8.7
1400000US53053071705,"Census Tract 717.05, Pierce County, Washington",3956,400,20.8,10.6
1400000US53053071706,"Census Tract 717.06, Pierce County, Washington",1935,276,15.8,6
1400000US53053071707,"Census Tract 717.07, Pierce County, Washington",2465,257,10.5,5.6
1400000US53053071803,"Census Tract 718.03, Pierce County, Washington",5634,532,13,5
1400000US53053071805,"Census Tract 718.05, Pierce County, Washington",3710,387,37.3,9.4
1400000US53053071806,"Census Tract 718.06, Pierce County, Washington",3653,338,38,7
1400000US53053071807,"Census Tract 718.07, Pierce County, Washington",3820,385,20.3,7.3
1400000US53053071808,"Census Tract 718.08, Pierce County, Washington",4469,371,23.4,8.6
1400000US53053071901,"Census Tract 719.01, Pierce County, Washington",5056,423,15.3,8.2
1400000US53053071902,"Census Tract 719.02, Pierce County, Washington",5452,377,3.3,2.5
1400000US53053072000,"Census Tract 720, Pierce County, Washington",4359,533,23.3,6.7
1400000US53053072105,"Census Tract 721.05, Pierce County, Washington",4972,448,13.3,6.6
1400000US53053072106,"Census Tract 721.06, Pierce County, Washington",6875,456,14.4,4.5
1400000US53053072107,"Census Tract 721.07, Pierce County, Washington",4156,294,5.8,4.7
1400000US53053072108,"Census Tract 721.08, Pierce County, Washington",5012,354,6.3,4.3
1400000US53053072109,"Census Tract 721.09, Pierce County, Washington",3274,219,4.3,2.6
1400000US53053072111,"Census Tract 721.11, Pierce County, Washington",2855,239,8.5,5
1400000US53053072112,"Census Tract 721.12, Pierce County, Washington",4938,512,5.6,3.9
1400000US53053072305,"Census Tract 723.05, Pierce County, Washington",6000,244,7.8,3.7
1400000US53053072307,"Census Tract 723.07, Pierce County, Washington",4941,320,5.6,3.8
1400000US53053072308,"Census Tract 723.08, Pierce County, Washington",7859,471,11,5.2
1400000US53053072309,"Census Tract 723.09, Pierce County, Washington",6290,568,7.5,3.7
1400000US53053072310,"Census Tract 723.10, Pierce County, Washington",3932,217,11.7,4.7
1400000US53053072311,"Census Tract 723.11, Pierce County, Washington",4843,275,14.8,5.5
1400000US53053072312,"Census Tract 723.12, Pierce County, Washington",5449,385,10.6,5.7
1400000US53053072313,"Census Tract 723.13, Pierce County, Washington",3770,246,6.9,3.3
1400000US53053072405,"Census Tract 724.05, Pierce County, Washington",4152,236,5.2,2.8
1400000US53053072406,"Census Tract 724.06, Pierce County, Washington",6064,585,6.3,3
1400000US53053072407,"Census Tract 724.07, Pierce County, Washington",4642,429,7.5,7.6
1400000US53053072408,"Census Tract 724.08, Pierce County, Washington",5967,411,2.6,2.6
1400000US53053072409,"Census Tract 724.09, Pierce County, Washington",2577,153,6.4,3.5
1400000US53053072410,"Census Tract 724.10, Pierce County, Washington",3895,319,5.5,3.5
1400000US53053072503,"Census Tract 725.03, Pierce County, Washington",4292,424,9.6,5.8
1400000US53053072504,"Census Tract 725.04, Pierce County, Washington",3852,319,8.2,4.3
1400000US53053072505,"Census Tract 725.05, Pierce County, Washington",8854,679,2.2,1.2
1400000US53053072506,"Census Tract 725.06, Pierce County, Washington",3593,300,2.2,1.1
1400000US53053072507,"Census Tract 725.07, Pierce County, Washington",3018,299,3.7,2.3
1400000US53053072601,"Census Tract 726.01, Pierce County, Washington",6302,748,3.4,1.7
1400000US53053072602,"Census Tract 726.02, Pierce County, Washington",3997,543,7,3.2
1400000US53053072603,"Census Tract 726.03, Pierce County, Washington",5534,701,13.4,4.7
1400000US53053072800,"Census Tract 728, Pierce County, Washington",9417,41,5.1,3.3
1400000US53053072901,"Census Tract 729.01, Pierce County, Washington",2805,289,12.2,6.8
1400000US53053072903,"Census Tract 729.03, Pierce County, Washington",3617,265,9.1,6.3
1400000US53053072905,"Census Tract 729.05, Pierce County, Washington",5953,401,17.5,8.4
1400000US53053072906,"Census Tract 729.06, Pierce County, Washington",27,28,0,59.2
1400000US53053072907,"Census Tract 729.07, Pierce County, Washington",4492,402,18.2,6.6
1400000US53053073001,"Census Tract 730.01, Pierce County, Washington",6453,671,11.2,6.6
1400000US53053073005,"Census Tract 730.05, Pierce County, Washington",4891,566,13.3,10.1
1400000US53053073006,"Census Tract 730.06, Pierce County, Washington",4284,361,6.7,3.7
1400000US53053073108,"Census Tract 731.08, Pierce County, Washington",9632,806,3.4,1.9
1400000US53053073110,"Census Tract 731.10, Pierce County, Washington",3787,420,5.8,4.1
1400000US53053073111,"Census Tract 731.11, Pierce County, Washington",4406,315,9.7,6
1400000US53053073113,"Census Tract 731.13, Pierce County, Washington",7921,788,6.1,3.1
1400000US53053073114,"Census Tract 731.14, Pierce County, Washington",5555,477,11.5,4.5
1400000US53053073115,"Census Tract 731.15, Pierce County, Washington",4717,357,13.8,6.3
1400000US53053073116,"Census Tract 731.16, Pierce County, Washington",5360,554,5,3
1400000US53053073117,"Census Tract 731.17, Pierce County, Washington",3844,394,8.2,5.4
1400000US53053073118,"Census Tract 731.18, Pierce County, Washington",4331,344,8.4,4.5
1400000US53053073119,"Census Tract 731.19, Pierce County, Washington",3089,380,9.3,7.3
1400000US53053073120,"Census Tract 731.20, Pierce County, Washington",4776,433,10.3,5.6
1400000US53053073121,"Census Tract 731.21, Pierce County, Washington",4471,268,5.1,2.4
1400000US53053073122,"Census Tract 731.22, Pierce County, Washington",5402,351,5.9,3.6
1400000US53053073123,"Census Tract 731.23, Pierce County, Washington",5171,284,5.5,3.7
1400000US53053073124,"Census Tract 731.24, Pierce County, Washington",3604,341,7.6,3.7
1400000US53053073125,"Census Tract 731.25, Pierce County, Washington",12002,682,7.1,3.4
1400000US53053073126,"Census Tract 731.26, Pierce County, Washington",4608,370,2.3,2.4
1400000US53053073200,"Census Tract 732, Pierce County, Washington",6797,624,10.2,3.8
1400000US53053073301,"Census Tract 733.01, Pierce County, Washington",5489,300,11.2,5.4
1400000US53053073302,"Census Tract 733.02, Pierce County, Washington",4616,299,13.5,7.7
1400000US53053073404,"Census Tract 734.04, Pierce County, Washington",6387,507,3.5,2
1400000US53053073405,"Census Tract 734.05, Pierce County, Washington",3669,287,14.8,5.9
1400000US53053073406,"Census Tract 734.06, Pierce County, Washington",5700,447,8.6,7.7
1400000US53053073407,"Census Tract 734.07, Pierce County, Washington",3459,326,11,6
1400000US53053073408,"Census Tract 734.08, Pierce County, Washington",4317,270,8.1,4.3
1400000US53053073500,"Census Tract 735, Pierce County, Washington",8566,238,4.1,3.1
1400000US53053940001,"Census Tract 9400.01, Pierce County, Washington",2844,165,3.7,1.6
1400000US53053940002,"Census Tract 9400.02, Pierce County, Washington",4693,365,11.3,2.9
1400000US53053940003,"Census Tract 9400.03, Pierce County, Washington",7687,335,10,3.1
1400000US53053940004,"Census Tract 9400.04, Pierce County, Washington",6406,320,10.9,3.5
1400000US53053940005,"Census Tract 9400.05, Pierce County, Washington",6210,326,6.4,2.2
1400000US53053940006,"Census Tract 9400.06, Pierce County, Washington",3421,230,37.9,7.4
1400000US53053940007,"Census Tract 9400.07, Pierce County, Washington",3255,284,18.6,6
1400000US53053940008,"Census Tract 9400.08, Pierce County, Washington",6248,249,8.9,2.5
1400000US53053940009,"Census Tract 9400.09, Pierce County, Washington",3130,238,2.3,1.5
1400000US53053940010,"Census Tract 9400.10, Pierce County, Washington",4487,313,3.9,1.9
1400000US53053940011,"Census Tract 9400.11, Pierce County, Washington",4317,197,5.5,2.8
1400000US53061040100,"Census Tract 401, Snohomish County, Washington",4053,455,4.8,2.5
1400000US53061040200,"Census Tract 402, Snohomish County, Washington",5994,519,20.6,6.3
1400000US53061040300,"Census Tract 403, Snohomish County, Washington",3123,290,7.1,4.4
1400000US53061040400,"Census Tract 404, Snohomish County, Washington",4078,257,16.9,6.7
1400000US53061040500,"Census Tract 405, Snohomish County, Washington",2277,173,12.8,3.6
1400000US53061040700,"Census Tract 407, Snohomish County, Washington",3602,421,32.3,8.2
1400000US53061040800,"Census Tract 408, Snohomish County, Washington",2689,244,12.3,4.7
1400000US53061040900,"Census Tract 409, Snohomish County, Washington",3079,238,9.9,4.5
1400000US53061041000,"Census Tract 410, Snohomish County, Washington",5112,468,9.7,4.2
1400000US53061041100,"Census Tract 411, Snohomish County, Washington",4858,293,8.2,4.4
1400000US53061041201,"Census Tract 412.01, Snohomish County, Washington",3332,209,9.5,6.6
1400000US53061041202,"Census Tract 412.02, Snohomish County, Washington",6063,483,14.9,6.7
1400000US53061041301,"Census Tract 413.01, Snohomish County, Washington",5712,440,1.6,1.4
1400000US53061041303,"Census Tract 413.03, Snohomish County, Washington",4446,433,8.7,2.6
1400000US53061041304,"Census Tract 413.04, Snohomish County, Washington",3117,197,3.8,2.5
1400000US53061041400,"Census Tract 414, Snohomish County, Washington",5624,441,8.4,3.1
1400000US53061041500,"Census Tract 415, Snohomish County, Washington",1501,279,22.5,8.9
1400000US53061041601,"Census Tract 416.01, Snohomish County, Washington",6770,419,7.1,4.7
1400000US53061041605,"Census Tract 416.05, Snohomish County, Washington",6428,560,7,5.1
1400000US53061041606,"Census Tract 416.06, Snohomish County, Washington",5042,528,9.4,3.9
1400000US53061041607,"Census Tract 416.07, Snohomish County, Washington",4131,185,1.4,0.9
1400000US53061041608,"Census Tract 416.08, Snohomish County, Washington",6775,269,1,0.9
1400000US53061041701,"Census Tract 417.01, Snohomish County, Washington",6015,495,9.4,5.3
1400000US53061041703,"Census Tract 417.03, Snohomish County, Washington",6483,386,5.4,3
1400000US53061041704,"Census Tract 417.04, Snohomish County, Washington",6070,787,7.1,3.4
1400000US53061041805,"Census Tract 418.05, Snohomish County, Washington",6415,462,10.7,4.7
1400000US53061041806,"Census Tract 418.06, Snohomish County, Washington",8449,739,14.8,7.2
1400000US53061041808,"Census Tract 418.08, Snohomish County, Washington",4220,481,13,4.6
1400000US53061041809,"Census Tract 418.09, Snohomish County, Washington",5378,478,14.7,7.8
1400000US53061041810,"Census Tract 418.10, Snohomish County, Washington",5272,451,9.1,4.5
1400000US53061041811,"Census Tract 418.11, Snohomish County, Washington",7162,512,11.7,8
1400000US53061041812,"Census Tract 418.12, Snohomish County, Washington",6800,516,17,7.3
1400000US53061041901,"Census Tract 419.01, Snohomish County, Washington",5946,393,7.8,3.1
1400000US53061041903,"Census Tract 419.03, Snohomish County, Washington",7910,623,22.7,8.4
1400000US53061041904,"Census Tract 419.04, Snohomish County, Washington",5557,543,17,7.4
1400000US53061041905,"Census Tract 419.05, Snohomish County, Washington",6071,530,8.7,4.9
1400000US53061042001,"Census Tract 420.01, Snohomish County, Washington",6270,418,1.6,1
1400000US53061042003,"Census Tract 420.03, Snohomish County, Washington",2850,300,0.9,0.8
1400000US53061042004,"Census Tract 420.04, Snohomish County, Washington",4413,392,4.5,2
1400000US53061042005,"Census Tract 420.05, Snohomish County, Washington",5441,281,2.2,1.9
1400000US53061042006,"Census Tract 420.06, Snohomish County, Washington",4656,526,7.9,5.6
1400000US53061050101,"Census Tract 501.01, Snohomish County, Washington",3062,204,5.4,2.3
1400000US53061050102,"Census Tract 501.02, Snohomish County, Washington",6197,596,7,3.6
1400000US53061050200,"Census Tract 502, Snohomish County, Washington",4060,269,3.3,1.3
1400000US53061050300,"Census Tract 503, Snohomish County, Washington",5549,356,1.9,1.4
1400000US53061050401,"Census Tract 504.01, Snohomish County, Washington",7062,359,4.6,3.3
1400000US53061050402,"Census Tract 504.02, Snohomish County, Washington",5747,405,3.5,2.5
1400000US53061050500,"Census Tract 505, Snohomish County, Washington",6963,421,5.4,2.5
1400000US53061050600,"Census Tract 506, Snohomish County, Washington",1092,132,2.7,2.2
1400000US53061050700,"Census Tract 507, Snohomish County, Washington",6289,409,5,2.9
1400000US53061050800,"Census Tract 508, Snohomish County, Washington",6774,557,4.9,2.5
1400000US53061050900,"Census Tract 509, Snohomish County, Washington",3790,392,10.8,8.6
1400000US53061051000,"Census Tract 510, Snohomish County, Washington",4342,332,6.4,2.9
1400000US53061051100,"Census Tract 511, Snohomish County, Washington",3811,214,4.6,2.3
1400000US53061051200,"Census Tract 512, Snohomish County, Washington",4731,296,10.8,5.2
1400000US53061051300,"Census Tract 513, Snohomish County, Washington",7284,426,3.9,1.4
1400000US53061051400,"Census Tract 514, Snohomish County, Washington",8208,738,16,5.2
1400000US53061051500,"Census Tract 515, Snohomish County, Washington",5605,436,16.7,7.6
1400000US53061051601,"Census Tract 516.01, Snohomish County, Washington",4748,488,13.6,6
1400000US53061051602,"Census Tract 516.02, Snohomish County, Washington",3889,346,6.4,3.6
1400000US53061051701,"Census Tract 517.01, Snohomish County, Washington",6288,515,19,7.7
1400000US53061051702,"Census Tract 517.02, Snohomish County, Washington",4769,317,7.4,3
1400000US53061051802,"Census Tract 518.02, Snohomish County, Washington",6617,500,10,4.7
1400000US53061051803,"Census Tract 518.03, Snohomish County, Washington",7321,601,18.7,8.2
